source_document_year,source_url,source_pages,source_section,source_type,provider_bytes_bundled,year,programme_code,programme_name,degree,institution_code,institution_name,vacancies,applicants,first_choice_applicants,placements,first_choice_placements,last_placed_general_contingent_grade,mean_application_grade_placed,mean_entrance_exam_grade_placed,mean_secondary_grade_placed
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P73,9219 Psicologia [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9219,Psicologia,Licenciatura,0400,Universidade da Beira Interior,50,789,103,50,8,162.1,161.7,157.9,163.7
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P73,9219 Psicologia [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9219,Psicologia,Licenciatura,0604,Universidade de Évora - Escola de Ciências Sociais,52,832,128,53,14,161.0,164.3,165.1,163.9
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P73,9219 Psicologia [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9219,Psicologia,Licenciatura,1202,Universidade de Trás-os-Montes e Alto Douro - Escola de Ciências Humanas e Sociais,67,861,145,67,23,164.1,166.3,167.0,165.9
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P73,9219 Psicologia [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9219,Psicologia,Licenciatura,1306,Universidade da Madeira - Faculdade de Artes e Humanidades,32,206,88,32,26,156.9,162.8,162.1,163.3
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P73,9219 Psicologia [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9219,Psicologia,Licenciatura,6800,ISCTE - Instituto Universitário de Lisboa,65,1974,716,70,49,174.5,171.5,174.9,168.2
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P29-P30,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9500,Enfermagem,Licenciatura,1320,Universidade da Madeira - Escola Superior de Saúde,30,206,155,30,27,159.5,165.0,160.7,169.4
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P29-P30,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9500,Enfermagem,Licenciatura,3013,Universidade de Aveiro - Escola Superior de Saúde de Aveiro,90,1333,175,90,34,163.2,165.0,161.7,167.3
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P29-P30,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9500,Enfermagem,Licenciatura,3155,Instituto Politécnico de Setúbal - Escola Superior de Saúde,44,672,146,44,25,158.4,158.3,159.2,157.7
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P29-P30,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9500,Enfermagem,Licenciatura,7001,Escola Superior de Enfermagem de Coimbra,322,1978,352,325,164,160.4,157.3,155.8,158.3
2021,https://www.dges.gov.pt/guias/pdfs/statcol/2021/StatsCurso21.pdf,P29-P30,9500 Enfermagem [Licenciatura],DGES StatsCurso comparative first-phase table,False,2021,9500,Enfermagem,Licenciatura,7002,Escola Superior de Enfermagem de Lisboa,287,1973,663,288,140,160.6,167.7,170.3,165.9
